name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,name,ra,dec,r0,PU,remove_code,_r_simbad,main_id,ra_simbad,dec_simbad,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z
Cl* Westerlund 1 A,251.7846667,-45.8459722,,HM-STAR,WN7b,2006MNRAS.372.1407C,0.470585,2CXO J164708.3-455045,251.7848522,-45.8459918,0.711,0.711,2,0.191569,WR  77s,251.7848077173,-45.8459485387,0.0,0.0,90.0,27.0,16 47 08.35385,-45 50 45.4147,A,2020yCat.1350....0G,WR*,*  |V* |WR*|X,,,,,WN7b,,0.0643,0.0815,-1.98,-3.819,0.108,0.092,90,,,,,19.69,16.59,,,,,,,,
WR 77sc,251.78466667,-45.84597222,,HM-STAR,WN7,2006A&A...458..453V,0.470648,2CXO J164708.3-455045,251.7848522,-45.8459918,0.711,0.711,2,0.191569,WR  77s,251.7848077173,-45.8459485387,0.0,0.0,90.0,27.0,16 47 08.35385,-45 50 45.4147,A,2020yCat.1350....0G,WR*,*  |V* |WR*|X,,,,,WN7b,,0.0643,0.0815,-1.98,-3.819,0.108,0.092,90,,,,,19.69,16.59,,,,,,,,
J1649-3307,252.481667,-33.117222,1.0,CV,NL,2003A&A...404..301R,0.88613,2CXO J164955.6-330702,252.481929,-33.1173335,0.712,2.1229564291336738,2,0.440314,UCAC3 114-219187,252.481825694,-33.1172470525,0.0,0.0,90.0,32.0,16 49 55.63817,-33 07 02.0894,A,2020yCat.1350....0G,CataclyV*,*  |CV*|IR |X  |gam,,,,,,,0.8779,0.0461,-3.319,-5.027,0.057,0.042,90,,,,17.43,16.56,16.23,14.41,13.97,13.71,,,,,
J1650-4957,252.503333,-49.9625,1.0,LMXB,XT,2003A&A...404..301R,1.593154,2CXO J165000.9-495744,252.503942,-49.9622941,0.711,2.122621256842586,2,0.735592,[GHJ2008] 3,252.5040833333,-49.9621111111,0.6,0.6,90.0,365.0,16 50 00.980,-49 57 43.60,C,2007A&A...469..807L,HMXB,BH?|HXB|LXB|V* |X  |gam,,,,,K4V,,,,,,,,,,,,,11.89,,,,,,,,,
V1033 Sco,253.500417,-39.845833,1.0,LMXB,XT,2003A&A...404..301R,0.458758,2CXO J165400.1-395044,253.5005736,-39.8457909,0.712,2.1229564291336738,2,0.053311,V* V1033 Sco,253.5005708333,-39.8458055556,,,172.0,1784.0,16 54 00.137,-39 50 44.90,D,2007A&A...469..807L,HMXB,*  |BH?|HXB|LXB|No*|V* |X  |gam,,,,,F5IV,,,,,,,,,,,,15.2,14.2,16.14,,,,,,,,
CPD-41 7712,253.501625,-41.87875,,YSO,B0IV,1969ApJ...156..609S,0.26427,2CXO J165400.4-415243,253.5017205,-41.8787684,0.777,0.777,2,0.227428,2MASS J16540039-4152434,253.5016371533,-41.8787565685,0.0,0.0,90.0,30.0,16 54 00.39292,-41 52 43.5236,A,2020yCat.1350....0G,YSO_Candidate,*  |IR |X  |Y*?,,,,,B1V,,0.6057,0.0216,-0.729,-1.919,0.023,0.02,90,,,,9.298,9.158,,8.752,8.733,8.673,,,,,
CPD-41 7712,253.501625,-41.87875,,HM-STAR,B1V,1980PASP...92..323L,0.26427,2CXO J165400.4-415243,253.5017205,-41.8787684,0.777,0.777,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPD-41 7753,253.6502083,-41.8939167,,HM-STAR,B1V,1971AJ.....76..237S,0.17036,2CXO J165436.0-415338,253.6502649,-41.8938952,0.72,0.72,2,0.178891,V* V947 Sco,253.6502086993,-41.8939220165,0.0,0.0,90.0,50.0,16 54 36.05009,-41 53 38.1193,A,2020yCat.1350....0G,PulsV*bCep,*  |IR |V* |X  |Y*?|bC*,-1.0,0.0,-3.3e-06,0.0,B1V,,0.559,0.0205,-0.763,-2.484,0.024,0.019,90,,,,10.06,9.78,10.06,9.25,9.158,9.128,,10.06,9.75,9.76,
SDSS J170053+400358,255.2220827,40.0660297,,CV,AM,2005JAD....11....2D,1.468044,2CXO J170053.4+400358,255.2225855,40.0661647,1.807,1.807,2,1.46942,V* V1237 Her,255.2220710055,40.0660571343,0.0,0.0,90.0,12.0,17 00 53.29704,+40 03 57.8057,A,2020yCat.1350....0G,CataclyV*,*  |CV*|V* |X,191.806,779.46,0.00064,0.0026,,,1.9135,0.0899,5.042,-14.839,0.097,0.141,90,,,,,,,,,,19.477,19.409,18.48,18.102,17.773
V2134 Oph,255.526667,-29.945556,1.0,LMXB,XT,2003A&A...404..301R,1.615608,2CXO J170206.5-295644,255.5271814,-29.9456086,0.71,2.122286502807762,2,0.23252,NAME MXB 1658-298b,255.52725,-29.9455833333,,,172.0,0.0,17 02 06.54,-29 56 44.1,D,2003ApJ...594..952W,Planet,Pl,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD_154791,256.64382889,23.97181889,,LM-STAR,Mg_b,2020AJ....160..120J,0.234468,2CXO J170634.5+235818,256.6437601,23.9718361,0.71,0.71,2,0.145524,V* V934 Her,256.643803426,23.9718442705,0.0,0.0,90.0,125.0,17 06 34.51282,+23 58 18.6394,A,2020yCat.1350....0G,LPV*,*  |IR |LP*|LXB|V* |X  |gam,-45.54,0.34,-0.0001519,1.1e-06,M2III,,1.8413,0.0514,-8.734,-5.57,0.04,0.052,90,,,,9.16,7.62,,4.169,3.318,2.988,11.892,12.6,10.965,6.881,6.482
4U 1700+24,256.64383333,23.97183333,,LMXB,,2007A&A...469..807L,0.240936,2CXO J170634.5+235818,256.6437601,23.9718361,0.71,0.71,2,0.145524,V* V934 Her,256.643803426,23.9718442705,0.0,0.0,90.0,125.0,17 06 34.51282,+23 58 18.6394,A,2020yCat.1350....0G,LPV*,*  |IR |LP*|LXB|V* |X  |gam,-45.54,0.34,-0.0001519,1.1e-06,M2III,,1.8413,0.0514,-8.734,-5.57,0.04,0.052,90,,,,9.16,7.62,,4.169,3.318,2.988,11.892,12.6,10.965,6.881,6.482
LS 4049,259.5364583,-38.4344444,,HM-STAR,OB,1971PW&SO...1a...1S,0.423819,2CXO J171808.7-382604,259.5365542,-38.434535,0.711,0.711,2,0.396852,HD 323016,259.5364465747,-38.4344639735,0.0,0.0,90.0,24.0,17 18 08.74718,-38 26 04.0703,A,2020yCat.1350....0G,Star,*  |IR |X,,,,,O8.5V,,0.5193,0.0139,2.463,0.512,0.017,0.012,90,,,,10.2,9.69,9.72,7.704,7.532,7.412,,,,8.86,
CPD-38 6774,259.5364583,-38.4344444,,HM-STAR,O8.5V,1977ApJS...35..111G,0.423819,2CXO J171808.7-382604,259.5365542,-38.434535,0.711,0.711,2,0.396852,HD 323016,259.5364465747,-38.4344639735,0.0,0.0,90.0,24.0,17 18 08.74718,-38 26 04.0703,A,2020yCat.1350....0G,Star,*  |IR |X,,,,,O8.5V,,0.5193,0.0139,2.463,0.512,0.017,0.012,90,,,,10.2,9.69,9.72,7.704,7.532,7.412,,,,8.86,
Hbg 1360,259.5364583,-38.4344444,,HM-STAR,OB,1966VeHei..18....9K,0.423819,2CXO J171808.7-382604,259.5365542,-38.434535,0.711,0.711,2,0.396852,HD 323016,259.5364465747,-38.4344639735,0.0,0.0,90.0,24.0,17 18 08.74718,-38 26 04.0703,A,2020yCat.1350....0G,Star,*  |IR |X,,,,,O8.5V,,0.5193,0.0139,2.463,0.512,0.017,0.012,90,,,,10.2,9.69,9.72,7.704,7.532,7.412,,,,8.86,
J1719-4100,259.899583,-41.015,1.0,CV,NL,2003A&A...404..301R,0.285864,2CXO J171935.8-410053,259.89956,-41.0149225,0.723,2.1266708725141275,2,0.192051,1RXS J171935.6-410054,259.8995532594,-41.0148693954,0.0,0.0,90.0,54.0,17 19 35.89278,-41 00 53.5298,A,2020yCat.1350....0G,CataclyV*,*  |CV*|X  |gam,,,,,,,1.5639,0.0289,-4.685,-2.779,0.039,0.026,90,,,,15.6,15.2,15.33,,,,,,,,
GM Dra,260.0911667,57.9741667,,LM-STAR,F5V,2002AJ....124.1738R,0.664168,2CXO J172021.9+575826,260.0915039,57.9741213,0.71,0.71,2,0.65644,V* GM Dra,260.0911800081,57.9741825199,0.0,0.0,90.0,54.0,17 20 21.88320,+57 58 27.0571,A,2020yCat.1350....0G,EB*,*  |EB*|IR |PM*|SB*|V* |X,9.12,1.63,3.04e-05,5.4e-06,F8,,10.6767,0.0866,77.851,-57.367,0.108,0.123,90,,,,9.3,8.77,,7.736,7.484,7.441,10.167,12.572,12.734,11.813,9.801
HD 238684,260.97492111,59.346615,,LM-STAR,GKg_c,2020AJ....160..120J,0.464059,2CXO J172354.0+592047,260.975073,59.3465119,0.911,0.911,2,0.426826,HD 238684,260.9749266764,59.3466040502,0.0,0.0,90.0,3.0,17 23 53.98240,+59 20 47.7746,A,2020yCat.1350....0G,Star,*  |IR,5.32,0.26,1.77e-05,9e-07,G5,,2.4183,0.0166,2.34,-21.849,0.027,0.021,90,,,,10.47,9.649,,8.038,7.629,7.506,,,,,
2CXO J172354.0+592047,260.97492111,59.346615,,LM-STAR,GKg_b,2020AJ....160..120J,0.464059,2CXO J172354.0+592047,260.975073,59.3465119,0.911,0.911,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cl Pismis 24 10,261.1501667,-34.2334722,,HM-STAR,O9V,2001AJ....121.1050M,0.29548,2CXO J172436.0-341400,261.1501089,-34.2334055,0.755,0.755,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cl Pismis 24 10,261.1501667,-34.2334722,,YSO,O9V,2014ApJS..211...10S,0.29548,2CXO J172436.0-341400,261.1501089,-34.2334055,0.755,0.755,2,0.245627,2MASS J17243603-3414004,261.1501470096,-34.2334660193,0.0,0.0,90.0,19.0,17 24 36.03528,-34 14 00.4777,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,,,,,O9V,,0.596,0.017,-0.953,-1.986,0.019,0.014,90,,,,14.43,13.03,,9.511,9.024,8.748,,,,,
LS 4151,261.4108333,-34.1454167,,HM-STAR,O6/7III,1984A&A...140...24L,0.464756,2CXO J172538.5-340843,261.4107694,-34.1452989,0.917,0.917,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS 4151,261.4108333,-34.1454167,,YSO,OB,1971PW&SO...1a...1S,0.464756,2CXO J172538.5-340843,261.4107694,-34.1452989,0.917,0.917,2,0.439658,2MASS J17253860-3408435,261.4108161182,-34.1454147452,0.0,0.0,90.0,15.0,17 25 38.59587,-34 08 43.4931,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,,,,,O6/7III,,0.3682,0.0462,-1.126,-3.352,0.063,0.038,90,,,,12.17,10.91,10.56,7.929,7.552,7.339,,11.59,10.4,9.71,
XTE J1739-285,264.9748,-28.496332,0.108,LMXB,"LMXB (B, NS, T)",INTEGRAL General Reference Catalog,0.403727,2CXO J173953.9-282946,264.9747463,-28.4962303,1.406,1.5520425251905954,2,0.397723,[KRL2007b] 258,264.9747916667,-28.4963333333,,,172.0,86.0,17 39 53.95,-28 29 46.8,D,2006ATel..777....1K,LMXB,LXB|N*?|X,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGC 6397-CV4,265.173625,-53.6720833,,CV,UG/DQ:,2005JAD....11....2D,0.50719,2CXO J174041.6-534019,265.1733912,-53.6720575,0.71,0.71,2,0.184308,Cl* NGC 6397    SAW V12,265.1733208333,-53.6720277778,,,172.0,22.0,17 40 41.597,-53 40 19.30,D,2010ApJ...722...20C,CataclyV*,*  |CV*|Em*|X,,,,,,,,,,,,,,,,,18.51,17.95,17.88,,,,,,,,
NGC 6397-CV1,265.172625,-53.6715278,,CV,CV:,2005JAD....11....2D,2.511292,2CXO J174041.6-534019,265.1733912,-53.6720575,0.71,0.71,2,0.184308,Cl* NGC 6397    SAW V12,265.1733208333,-53.6720277778,,,172.0,22.0,17 40 41.597,-53 40 19.30,D,2010ApJ...722...20C,CataclyV*,*  |CV*|Em*|X,,,,,,,,,,,,,,,,,18.51,17.95,17.88,,,,,,,,
NGC 6397-COOL4,265.176,-53.67525,,CV,CV:,2005JAD....11....2D,2.231703,2CXO J174042.3-534028,265.1763413,-53.674664,0.71,0.71,2,0.167817,Cl* NGC 6397    SAW V34,265.176275,-53.6746388889,,,172.0,24.0,17 40 42.306,-53 40 28.70,D,2010ApJ...722...20C,CataclyV*,*  |CV*|Em*|X,,,,,,,,,,,,,,,,,20.02,,18.87,,,,,,,,
NGC 6397-DP3,265.175625,-53.6740833,,CV,UG/DQ:,2005JAD....11....2D,2.589114,2CXO J174042.3-534028,265.1763413,-53.674664,0.71,0.71,2,0.167817,Cl* NGC 6397    SAW V34,265.176275,-53.6746388889,,,172.0,24.0,17 40 42.306,-53 40 28.70,D,2010ApJ...722...20C,CataclyV*,*  |CV*|Em*|X,,,,,,,,,,,,,,,,,20.02,,18.87,,,,,,,,
CPD-27 5698,265.1916667,-28.0300833,,LM-STAR,F5,1939AnBos...5E...1W,0.378961,2CXO J174046.0-280147,265.1917073,-28.0299843,0.742,0.742,2,0.312476,HD 160390,265.1916798945,-28.0300676596,0.0,0.0,90.0,6.0,17 40 46.00317,-28 01 48.2436,A,2020yCat.1350....0G,Star,*  |IR |V* |X,,,,,A2/3III,,6.4569,0.0197,-1.224,13.738,0.02,0.011,90,,,,9.758,9.31,,8.356,8.18,8.117,,,,,
NGC 6397-U10,265.2039583,-53.6635833,,CV,CV,2005JAD....11....2D,0.438887,2CXO J174048.9-533948,265.2041455,-53.6635327,0.711,0.711,2,0.179344,Cl* NGC 6397    SAW V13,265.204075,-53.6635055556,,,172.0,10.0,17 40 48.978,-53 39 48.62,D,2010ApJ...722...20C,EB*,EB*|V* |X,,,,,,,,,,,,,,,,,20.14,19.43,19.14,,,,,,,,
1740-2943,265.978333,-29.745278,1.0,LMXB,XT,2003A&A...404..301R,0.556384,2CXO J174354.8-294443,265.9785107,-29.7452874,0.71,2.122286502807762,2,0.07342,[MMC2000] 4,265.9785,-29.7453055556,0.18,0.18,90.0,2.0,17 43 54.84,-29 44 43.1,C,2010ApJ...721L.126M,NIR,NIR,,,,,,,,,,,,,,,,,,,,,,18.2,,,,,
J1744-2844,266.137917,-28.740833,1.0,LMXB,XT,2003A&A...404..301R,0.518268,2CXO J174433.0-284426,266.137758,-28.7407972,0.794,2.151844789941877,2,0.108149,[GBM2007] a,266.1377916667,-28.7408027778,,,172.0,1.0,17 44 33.070,-28 44 26.89,D,2007MNRAS.380.1511G,Star,*,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOGC J174532-290552,266.38625,-29.0977778,,CV,AM,2005JAD....11....2D,1.177597,2CXO J174532.7-290552,266.3865993,-29.0978954,0.717,0.717,2,0.147557,RX J1745.5-2905,266.386625,-29.0978611111,,,172.0,8.0,17 45 32.79,-29 05 52.3,D,2003ApJ...589..225M,CataclyV*,CV*|X,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 161247,266.4055833,-28.4074722,,LM-STAR,F3V,1982MSS...C03....0H,0.374451,2CXO J174537.3-282427,266.4054947,-28.4075411,0.778,0.778,2,0.212683,CXOGCS J174537.3-282427,266.4055416667,-28.4075833333,1.3,1.3,90.0,1.0,17 45 37.33,-28 24 27.3,D,2006ApJS..165..173M,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCIRS 13E3B,266.4158,-29.00821944,,HM-STAR,WCLd?,2006A&A...458..453V,0.158249,2CXO J174539.7-290029,266.4157613,-29.0082474,0.71,0.71,2,0.054012,GCIRS 13E5,266.41575,-29.0082361111,,,172.0,11.0,17 45 39.780,-29 00 29.65,D,2006A&A...458..453V,IR,IR |WR*,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCIRS 13E3A,266.41581667,-29.00823056,,HM-STAR,?,2006A&A...458..453V,0.184744,2CXO J174539.7-290029,266.4157613,-29.0082474,0.71,0.71,2,0.054012,GCIRS 13E5,266.41575,-29.0082361111,,,172.0,11.0,17 45 39.780,-29 00 29.65,D,2006A&A...458..453V,IR,IR |WR*,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCIRS 13E4,266.41582083,-29.0082,,HM-STAR,WC9,2006A&A...458..453V,0.253676,2CXO J174539.7-290029,266.4157613,-29.0082474,0.71,0.71,2,0.054012,GCIRS 13E5,266.41575,-29.0082361111,,,172.0,11.0,17 45 39.780,-29 00 29.65,D,2006A&A...458..453V,IR,IR |WR*,,,,,,,,,,,,,,,,,,,,,,,,,,,
WR 101e,266.4158375,-29.00828889,,HM-STAR,WN8,2006A&A...458..453V,0.282624,2CXO J174539.7-290029,266.4157613,-29.0082474,0.71,0.71,2,0.054012,GCIRS 13E5,266.41575,-29.0082361111,,,172.0,11.0,17 45 39.780,-29 00 29.65,D,2006A&A...458..453V,IR,IR |WR*,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGE 5,266.4158333,-29.0081944,,HM-STAR,,2001NewAR..45..135V,0.296501,2CXO J174539.7-290029,266.4157613,-29.0082474,0.71,0.71,2,0.054012,GCIRS 13E5,266.41575,-29.0082361111,,,172.0,11.0,17 45 39.780,-29 00 29.65,D,2006A&A...458..453V,IR,IR |WR*,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCIRS 13E3c,266.41586667,-29.00818889,,HM-STAR,WCLd?,2006A&A...458..453V,0.393166,2CXO J174539.7-290029,266.4157613,-29.0082474,0.71,0.71,2,0.054012,GCIRS 13E5,266.41575,-29.0082361111,,,172.0,11.0,17 45 39.780,-29 00 29.65,D,2006A&A...458..453V,IR,IR |WR*,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGE 9,266.416875,-29.0076111,,HM-STAR,,2001NewAR..45..135V,0.684913,2CXO J174540.0-290028,266.4168434,-29.0077993,0.71,0.71,2,0.02073,[EG97] S21,266.4168404167,-29.0077941667,,,172.0,15.0,17 45 40.04170,-29 00 28.0590,D,2016ApJ...819...60Y,Star,*,,,,,,,,,,,,,,,,,,,,,,16.9,,,,,
WR 101n,266.41742083,-29.008125,,HM-STAR,WC8-9,2006A&A...458..453V,0.562676,2CXO J174540.1-290029,266.4173639,-29.0082731,0.71,0.71,2,0.055937,PSR J1745-2900,266.41735,-29.0082827778,,,172.0,279.0,17 45 40.1640,-29 00 29.818,D,2013MNRAS.435L..29S,Pulsar,Psr|Rad|gam,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXOGC J174540.0-290031,266.41679167,-29.00861111,,LMXB,"T, M?, R?, E",2007A&A...469..807L,2.173866,2CXO J174540.1-290029,266.4173639,-29.0082731,0.71,0.71,2,0.055937,PSR J1745-2900,266.41735,-29.0082827778,,,172.0,279.0,17 45 40.1640,-29 00 29.818,D,2013MNRAS.435L..29S,Pulsar,Psr|Rad|gam,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1745-2900,266.416667,-29.008611,1.0,LMXB,XT,2003A&A...404..301R,2.508587,2CXO J174540.1-290029,266.4173639,-29.0082731,0.71,2.122286502807762,2,0.055937,PSR J1745-2900,266.41735,-29.0082827778,,,172.0,279.0,17 45 40.1640,-29 00 29.818,D,2013MNRAS.435L..29S,Pulsar,Psr|Rad|gam,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1745-2900,266.41735916666664,-29.008304444444445,0.012,NS,"AXP,HE[mgz+13,efk+13]",2005AJ....129.1993M,0.113634,2CXO J174540.1-290029,266.4173639,-29.0082731,0.71,0.743034319530397,2,0.055937,PSR J1745-2900,266.41735,-29.0082827778,,,172.0,279.0,17 45 40.1640,-29 00 29.818,D,2013MNRAS.435L..29S,Pulsar,Psr|Rad|gam,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446G,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446aa,267.02,-24.7792,,,172.0,5.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446T,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ae,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446S,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ae,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446H,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ac,267.02,-24.7792,,,172.0,5.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446K,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446R,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446F,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ae,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446aa,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446ab,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446ac,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446aa,267.02,-24.7792,,,172.0,5.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446af,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446af,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446ag,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ag,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446ah,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446D,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ah,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446L,267.02,-24.779166666666665,0.0,NS,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ae,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446J,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ag,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446O,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ac,267.02,-24.7792,,,172.0,5.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446P,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446af,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446N,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ac,267.02,-24.7792,,,172.0,5.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446I,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446af,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1748-2446Q,267.02,-24.779166666666665,0.0,NS_BIN,,2005AJ....129.1993M,0.177347,2CXO J174804.8-244645,267.0200519,-24.7791811,0.71,0.71,2,0.182774,PSR J1748-2446ae,267.02,-24.7792,,,172.0,6.0,17 48 04.8,-24 46 45,E,2010ApJ...713..671A,Pulsar,Psr,,,,,,,,,,,,,,,,,,,,,,,,,,,
