name,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,ra,dec,r0,r1,PA,PU,nbref,coo_bibcode,rare-type,remove_regions,GLAT,GLON,comment
2CXO J095826.6+022817,COSM J09584+0228,149.61125,2.471667,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.213167,149.6111911,2.4716605,0.728,0.719,0.6905,0.728,,,4,,236.13599149891272,41.8606352350572,
2CXO J095834.2+022456,COSM J09585+0224,149.6425,2.415833,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.044903,149.6425115,2.4158281,0.774,0.738,29.95,0.774,,,4,,236.2214846542853,41.854169049974885,
2CXO J095836.5+074556,SDSS J09586+0745,149.6525,7.765556,,AGN,Q;*|QSO|X,2010A&A...518A..10V;SIMBAD,0.759395,149.6524319,7.7657559,0.951,0.851,119.1,0.951,,,4,,230.05993306518215,44.77811939751074,
2CXO J095839.0+022723,G15560561733490,149.6628925,2.4566842,,LM-STAR,K5;*|G|IR|X,LAMOST-DR8-AFGK;SIMBAD,0.363652,149.6628398,2.456598,0.967,0.843,44.74,0.967,,,4,,236.19235807921248,41.89422286857301,
2CXO J095840.0+021711,COSM J09586+0217,149.666667,2.286389,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.68294,149.6668476,2.2864475,0.731,0.731,100.9,0.731,,,4,,236.38223908287424,41.79956724357876,
2CXO J095840.3+020807,COSM J09586+0208,149.667917,2.135278,,AGN,A;AGN|FIR|G|IR|X,2010A&A...518A..10V;SIMBAD,0.472915,149.6680225,2.1353563,0.737,0.722,119.0,0.737,,,4,,236.5485361857588,41.71330968609003,
2CXO J095844.9+014308,SDSS J09587+0143,149.687083,1.719167,,AGN,Q;*|AG?|AGN|G|Q?|QSO|X,2010A&A...518A..10V;SIMBAD,0.516339,149.6871702,1.7190531,0.735,0.72,70.83,0.735,,,4,,237.0167948167876,41.48733938341889,
2CXO J095845.0+014845,COSM J09587+0148,149.6875,1.8125,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.815385,149.6875219,1.8127254,0.836,0.804,36.72,0.836,,,4,,236.9153356259375,41.542139116286265,
2CXO J095845.2+022442,COSM J09587+0224,149.68875,2.411667,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.601594,149.6885984,2.4117375,0.729,0.724,79.96,0.729,,,4,,236.26154176131297,41.88948549672749,
2CXO J095845.8+022007,COSM J09587+0220,149.690833,2.335556,,AGN,A;AG?|AGN|G|NIR|X,2010A&A...518A..10V;SIMBAD,0.852232,149.6910655,2.3355103,0.91,0.802,144.1,0.91,,,4,,236.3471454696927,41.8476171571208,
2CXO J095846.7+023911,COSM J09587+0239,149.694583,2.653056,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.488221,149.6946812,2.6531497,0.745,0.74,139.6,0.745,,,4,,236.00039739711428,42.033042470287306,
2CXO J095846.9+023255,COSM J09587+0232,149.695833,2.548889,,AGN,A;AG?|AGN|G|NIR|X,2010A&A...518A..10V;SIMBAD,0.164291,149.6957892,2.5488759,0.756,0.739,27.34,0.756,,,4,,236.11621926396924,41.97416436517253,
2CXO J095847.0+021552,COSM J09587+0215,149.695833,2.264444,,AGN,A;AG?|AGN|G|NIR|Rad|X,2010A&A...518A..10V;SIMBAD,0.210267,149.6958496,2.2645,0.772,0.737,13.03,0.772,,,4,,236.4287123226552,41.810586264948704,
2CXO J095847.1+023619,COSM J09587+0236,149.696667,2.605278,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.603452,149.6965591,2.6054063,0.829,0.777,165.2,0.829,,,4,,236.054511213836,42.007220453118016,
2CXO J095847.7+022627,COSM J09587+0226,149.69875,2.441111,,AGN,Q;*|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.108047,149.6987611,2.4410831,0.793,0.763,149.3,0.793,,,4,,236.237135050864,41.91467022223584,
2CXO J095847.8+690532,SDSS J09587+6905,149.699583,69.0925,,AGN,Q;*|AGN|IR|QSO|X,2010A&A...518A..10V;SIMBAD,0.265582,149.6995088,69.0924311,0.788,0.749,8.949,0.788,,,4,,141.83897147804586,41.11972642982746,
2CXO J095849.0+013219,SDSS J09588+0132,149.704167,1.538889,,AGN,B;*|AGN|BL?|BLL|Bla|Bz?|G|Rad|X,2010A&A...518A..10V;SIMBAD,0.646544,149.7042589,1.5387347,0.717,0.714,112.9,0.717,,,4,,237.2254519353002,41.39601194609436,
2CXO J095849.3+022510,COSM J09588+0225,149.705833,2.419722,,AGN,A;*|AGN|FIR|G|Rad|Sy1|X,2010A&A...518A..10V;SIMBAD,0.262455,149.705762,2.4197053,0.714,0.713,71.68,0.714,,,4,,236.2660403424136,41.90809570328771,
2CXO J095852.2+120244,Q 0956+1217,149.7175,12.045833,,AGN,Q;*|G|IR|QSO,2010A&A...518A..10V;SIMBAD,0.076228,149.7175198,12.0458244,0.742,0.732,28.67,0.742,,,4,,224.72727230837756,46.907553987044885,
2CXO J095855.2+022713,COSM J09589+0227,149.730417,2.453611,,AGN,A;AGN|G|NIR|X,2010A&A...518A..10V;SIMBAD,0.586856,149.7302556,2.4536347,0.773,0.75,138.8,0.773,,,4,,236.24765651301257,41.94763033400758,
2CXO J095856.1+024127,COSM J09589+0241,149.734167,2.690833,,AGN,A;AGN|FIR|G|IR|NIR|Rad|X,2010A&A...518A..10V;SIMBAD,0.483711,149.7340638,2.6909192,0.998,0.86,19.14,0.998,,,4,,235.9890421659773,42.086922690088194,
2CXO J095856.6+021047,COSM J09589+0210,149.73625,2.179722,,AGN,Q;AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.695014,149.7362217,2.179913,0.946,0.826,156.1,0.946,,,4,,236.5526037191325,41.79467693825831,
2CXO J095857.2+022158,COSM J09589+0221,149.73875,2.366111,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.507353,149.7387497,2.3662519,0.728,0.719,3.849,0.728,,,4,,236.35026209000213,41.90427064618692,
2CXO J095858.8+013745,G15560514968351,149.745141,1.629412,,LM-STAR,F5;F7;F6;*|G|IR|X,LAMOST-DR8-AFGK;LAMOST-DR8-AFGK;LAMOST-DR8-AFGK;SIMBAD,0.253164,149.7450718,1.6294246,0.73,0.72,175.8,0.73,,,4,,237.15904238716564,41.48209663558345,
2CXO J095900.0+023949,G15560536782496,149.750469,2.663808,,LM-STAR,G3;*|G|IR|X,LAMOST-DR8-AFGK;SIMBAD,0.574984,149.7503516,2.6636996,0.752,0.735,86.78,0.752,,,4,,236.03166350761435,42.084665612356666,
2CXO J095900.2+022811,COSM J09590+0228,149.750833,2.469722,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.244806,149.7508952,2.4697497,0.751,0.735,104.1,0.751,,,4,,236.2458760807851,41.97376742684316,
2CXO J095901.2+024418,COSM J09590+0244,149.755417,2.738333,,AGN,A;AGN|G|NIR|QSO|X,2010A&A...518A..10V;SIMBAD,0.694044,149.7553526,2.7385147,0.821,0.775,154.7,0.821,,,4,,235.952848467234,42.13160552595437,
2CXO J095902.7+021906,SDSS J09590+0219,149.761667,2.318333,,AGN,A;*|AG?|AGN|BiC|G|IR|NIR|QSO|Rad|UV|X|rG,2010A&A...518A..10V;SIMBAD,0.657044,149.7614843,2.318334,0.712,0.711,75.11,0.712,,,4,,236.42046070778807,41.89521102254639,
2CXO J095903.2+022002,SDSS J09590+0220,149.763333,2.333889,,AGN,Q;AG?|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.825305,149.7634392,2.3340922,0.856,0.817,59.07,0.856,,,4,,236.4046775670387,41.90589433211815,
2CXO J095908.3+024309,SDSS J09591+0243,149.784583,2.719167,,AGN,Q;*|AG?|AGN|G|IR|QSO|Rad|X,2010A&A...518A..10V;SIMBAD,0.469135,149.7846056,2.7192954,0.713,0.713,0.0,0.713,,,4,,235.9966582523273,42.14456013412294,
2CXO J095908.5+023316,COSM J09591+0233,149.785417,2.554722,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.744767,149.7856196,2.5546794,0.775,0.762,43.47,0.775,,,4,,236.1791742400441,42.05097091933697,
2CXO J095910.6+020423,COSM J09591+0204,149.794583,2.073056,,AGN,A;*|AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.616656,149.7944197,2.0731081,0.862,0.772,113.3,0.862,,,4,,236.71456015745355,41.78028644629667,
2CXO J095911.0+023333,COSM J09591+0233,149.79625,2.559444,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.51511,149.7962316,2.5593021,0.909,0.882,75.25,0.909,,,4,,236.18228032043567,42.06230410714231,
2CXO J095915.0+014926,COSM J09592+0149,149.812917,1.823889,,AGN,A;AG?|AGN|G|NIR|X,2010A&A...518A..10V;SIMBAD,0.103083,149.8128908,1.8239005,0.827,0.787,158.4,0.827,,,4,,237.00067710355435,41.65055129627114,
2CXO J095915.4+020058,COSM J09592+0200,149.814167,2.016389,,AGN,A;*|AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.310779,149.8142474,2.0163574,0.735,0.718,27.72,0.735,,,4,,236.791959806716,41.76351985677025,
2CXO J095917.4+020522,COSM J09592+0205,149.822917,2.089722,,AGN,A;?|AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.784629,149.8227108,2.0896509,0.8,0.758,148.8,0.8,,,4,,236.7184553296889,41.81291407420218,
2CXO J095917.5+022206,G15560576629740,149.823102,2.368566,,LM-STAR,K3;K4;*|G|IR|X,LAMOST-DR8-AFGK;LAMOST-DR8-AFGK;SIMBAD,0.671226,149.8230492,2.3683872,0.95,0.808,85.27,0.95,,,4,,236.41318082124596,41.97433051886324,
2CXO J095918.6+020951,SDSS J09593+0209,149.827917,2.164167,,AGN,Q;*|AG?|AGN|FIR|G|QSO|Rad|X|cm,2010A&A...518A..10V;SIMBAD,0.201191,149.8279124,2.1642227,0.711,0.711,158.1,0.711,,,4,,236.6409038702806,41.86034276242031,
2CXO J095920.9+020031,SDSS J09593+0200,149.837083,2.008889,,AGN,Q;*|AG?|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.245627,149.8371313,2.0088407,0.735,0.725,36.66,0.735,,,4,,236.8179639315783,41.777781268704906,
2CXO J095921.2+024030,SDSS J09593+0240,149.83875,2.675,,AGN,A;*|AG?|AGN|FIR|G|IR|Rad|Sy1|X,2010A&A...518A..10V;SIMBAD,0.409548,149.8386598,2.6750694,0.721,0.72,175.5,0.721,,,4,,236.08728694908223,42.16346074883239,
2CXO J095921.2+024412,COSM J09593+0244,149.83875,2.736667,,AGN,A;*|AGN|G|QSO|Rad|X,2010A&A...518A..10V;SIMBAD,0.5172,149.8387291,2.7368091,0.785,0.773,111.9,0.785,,,4,,236.01906967774093,42.19890677946629,
2CXO J095922.1+013618,COSM J09593+0136,149.842083,1.605,,AGN,A;AGN|G|Rad|X,2010A&A...518A..10V;SIMBAD,0.726731,149.8421689,1.6051827,0.733,0.717,103.1,0.733,,,4,,237.261043670414,41.54670695871435,
2CXO J095923.5+022226,COSM J09593+0222,149.847917,2.374167,,AGN,Q;*|AG?|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.751083,149.8481256,2.3741572,0.796,0.769,71.95,0.796,,,4,,236.42627864660807,41.99812670905005,
2CXO J095928.3+021950,SDSS J09594+0219,149.867917,2.330556,,AGN,Q;*|AG?|AGN|FIR|G|IR|QSO|X,2010A&A...518A..10V;SIMBAD,0.540897,149.8680293,2.3306559,0.741,0.719,8.579,0.741,,,4,,236.4895218416221,41.98926537729141,
2CXO J095928.7+021738,XMM J09594+0217,149.869583,2.293889,,AGN,Q;AGN|G|NIR|QSO|Rad|X|rG,2010A&A...518A..10V;SIMBAD,0.394287,149.8696827,2.2939345,0.757,0.753,166.4,0.757,,,4,,236.5311310413786,41.9694053567494,
2CXO J095929.8+633359,SDSS J09594+6333,149.874583,63.566667,,AGN,Q;*|IR|QSO|Rad,2010A&A...518A..10V;SIMBAD,0.105908,149.8745545,63.5666405,0.776,0.771,130.4,0.776,,,4,,148.01402731291293,44.27746398684826,
2CXO J095931.0+021332,XMM J09595+0213,149.879167,2.225556,,AGN,Q;AG?|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.434872,149.8792003,2.2256721,0.778,0.756,52.54,0.778,,,4,,236.61341829609927,41.93769961893939,
2CXO J095933.7+024056,COSM J09595+0240,149.890417,2.682222,,AGN,A;AGN|G|NIR|X,2010A&A...518A..10V;SIMBAD,0.679348,149.8904801,2.6823999,0.748,0.738,152.2,0.748,,,4,,236.1192599325473,42.210065098814376,
2CXO J095934.7+021027,COSM J09595+0210,149.895,2.174444,,AGN,A;AG?|AGN|EmG|G|NIR|X,2010A&A...518A..10V;SIMBAD,0.724608,149.8948055,2.1743917,0.769,0.754,125.7,0.769,,,4,,236.6817571739783,41.92073141203799,
2CXO J095935.5+020537,COSM J09595+0205,149.897917,2.093889,,AGN,Q;*|AG?|AGN|EmO|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.298023,149.897995,2.0938611,0.75,0.742,143.5,0.75,,,4,,236.7724050682741,41.876652923627695,
2CXO J095935.6+024839,SDSS J09595+0248,149.89875,2.810833,,AGN,Q;*|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.649682,149.8986167,2.8109549,0.907,0.818,51.17,0.907,,,4,,235.98323625552968,42.29040570679719,
2CXO J095938.2+020450,COSM J09596+0204,149.909583,2.080556,,AGN,Q;*|AG?|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.307732,149.9095138,2.0806063,0.781,0.756,153.1,0.781,,,4,,236.7958739878373,41.87833929019462,
2CXO J095938.9+021200,SDSS J09596+0212,149.9125,2.200278,,AGN,A;*|AG?|AGN|FIR|G|IR|NIR|Rad|Sy1|X|rG,2010A&A...518A..10V;SIMBAD,0.46442,149.9123869,2.2002158,0.726,0.719,87.68,0.726,,,4,,236.66713244338797,41.95000904522888,
2CXO J095942.0+024103,SDSS J09597+0241,149.925417,2.684167,,AGN,Q;*|AG?|AGN|FIR|G|IR|QSO|Rad|X,2010A&A...518A..10V;SIMBAD,0.795466,149.9253455,2.6843761,0.895,0.876,178.1,0.895,,,4,,236.1440660985336,42.23971989053653,
2CXO J095944.6+022626,COSM J09597+0226,149.935833,2.440556,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.27686,149.9358928,2.4406044,0.73,0.726,107.6,0.73,,,4,,236.42128017451213,42.10808554105827,
2CXO J095946.0+024743,SDSS J09597+0247,149.941667,2.795278,,AGN,Q;*|AG?|AGN|FIR|G|IR|QSO|Rad|UV|X,2010A&A...518A..10V;SIMBAD,0.632436,149.941729,2.7954424,0.738,0.725,41.95,0.738,,,4,,236.03377515708013,42.31682062617892,
2CXO J095946.9+022209,COSM J09597+0222,149.945417,2.369167,,AGN,A;*|AG?|AGN|G|QSO|UV|X,2010A&A...518A..10V;SIMBAD,0.705703,149.9455683,2.3692918,0.731,0.717,52.82,0.731,,,4,,236.5072807621918,42.07482777346684,
2CXO J095953.5-301557,HD 86752,149.973,-30.2659722,,LM-STAR,F6/7V;*,1982MSS...C03....0H;SIMBAD,0.346799,149.9730844,-30.2660351,0.791,0.751,19.45,0.791,,,4,,264.3631850883459,19.47470632540628,
2CXO J095955.1+015737,COSM J09599+0157,149.98,1.960278,,AGN,A;AGN|G|NIR|Rad|X,2010A&A...518A..10V;SIMBAD,0.408785,149.9799554,1.9603824,0.924,0.845,28.19,0.924,,,4,,236.982206369394,41.865766543749615,
2CXO J095957.2+015556,COSM J09599+0155,149.98875,1.932222,,AGN,A;*|?|AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.751692,149.9887465,1.9324308,0.95,0.895,62.49,0.95,,,4,,237.01958957213176,41.85663807994564,
2CXO J095958.1+024057,COSM J09599+0240,149.9925,2.6825,,AGN,A;*|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.428411,149.992387,2.6825376,0.966,0.811,2.184,0.966,,,4,,236.19806676062217,42.29348930973951,
2CXO J095958.4+022238,COSM J09599+0222,149.993333,2.377222,,AGN,A;AG?|AGN|FIR|G|X,2010A&A...518A..10V;SIMBAD,0.384327,149.9934348,2.3772544,0.743,0.731,39.66,0.743,,,4,,236.5357494346725,42.11846771967248,
2CXO J100001.0+022321,COSM J10000+0223,150.004167,2.389167,,AGN,A;*|AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.343323,150.0042362,2.3892326,0.777,0.739,12.13,0.777,,,4,,236.53097287520424,42.13419653460009,
2CXO J100007.3+024043,COSM J10001+0240,150.030417,2.678611,,AGN,Q;*|AG?|AGN|G|NIR|QSO|X,2010A&A...518A..10V;SIMBAD,0.516284,150.0305355,2.678692,0.745,0.732,168.4,0.745,,,4,,236.23193246601733,42.32246626252236,
2CXO J100010.1+023745,SDSS J10001+0237,150.0425,2.629167,,AGN,Q;*|AG?|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.235597,150.0424373,2.6291858,0.844,0.844,0.0,0.844,,,4,,236.29594754585284,42.30372177963783,
2CXO J100011.1+020629,COSM J10001+0206,150.046667,2.108056,,AGN,A;AG?|AGN|G|NIR|X,2010A&A...518A..10V;SIMBAD,0.543477,150.0465186,2.1080843,0.752,0.734,122.8,0.752,,,4,,236.87266157086745,42.00576781069606,
2CXO J100011.6+021919,COSM J10001+0219,150.04875,2.322222,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.796875,150.0486439,2.3220277,0.813,0.791,178.1,0.813,,,4,,236.63950579814096,42.13154206750788,
2CXO J100012.9+023522,SDSS J10002+0235,150.05375,2.589722,,AGN,Q;*|AGN|EmG|G|QSO|UV|X,2010A&A...518A..10V;SIMBAD,0.275693,150.0537662,2.5896471,0.722,0.713,86.34,0.722,,,4,,236.34846500814197,42.29021547327162,
2CXO J100013.5+013738,SDSS J10002+0137,150.056667,1.6275,,AGN,Q;*|AG?|G|IR|QSO|Rad|X,2010A&A...518A..10V;SIMBAD,0.730825,150.0564749,1.627434,0.8,0.777,33.44,0.8,,,4,,237.4046777932147,41.73342397203964,
2CXO J100013.6+013034,SDSS J10002+0130,150.057083,1.509722,,AGN,Q;*|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.276011,150.0570763,1.5096456,0.712,0.711,116.2,0.712,,,4,,237.53292004951547,41.66482329146664,
2CXO J100013.7+021221,COSM J10002+0212,150.057083,2.205833,,AGN,A;*|AG?|AGN|FIR|G|QSO|Rad|X|cm|rG,2010A&A...518A..10V;SIMBAD,0.42176,150.0571865,2.2058881,0.856,0.8,124.1,0.856,,,4,,236.7737586776116,42.071217305374944,
2CXO J100014.0+022838,SDSS J10002+0228,150.05875,2.477222,,AGN,Q;*|AG?|AGN|FIR|G|IR|QSO|Rad|X,2010A&A...518A..10V;SIMBAD,0.706973,150.0586886,2.4774086,0.761,0.745,164.8,0.761,,,4,,236.4762098877396,42.22952735254702,
2CXO J100014.1+021311,COSM J10002+0213,150.059167,2.22,,AGN,A;AG?|AGN|FIR|G|IR|NIR|QSO|Rad|X|cm|rG,2010A&A...518A..10V;SIMBAD,0.638555,150.059162,2.2198227,0.82,0.794,97.69,0.82,,,4,,236.76000645008597,42.08090612868963,
2CXO J100015.4+021944,COSM J10002+0219,150.064583,2.329167,,AGN,A;*|AG?|AGN|G|QSO|X|smm,2010A&A...518A..10V;SIMBAD,0.705499,150.0644298,2.3290446,0.912,0.884,159.1,0.912,,,4,,236.644098146351,42.14846617524463,
2CXO J100016.2+015104,COSM J10002+0151,150.067917,1.851111,,AGN,A;?|AG?|AGN|FIR|G|IR|NIR|Rad|UV|X,2010A&A...518A..10V;SIMBAD,0.585987,150.0679006,1.8512729,0.724,0.717,81.86,0.724,,,4,,237.1700636222014,41.87359514905484,
2CXO J100017.5+020012,COSM J10002+0200,150.072917,2.003333,,AGN,A;?|AG?|AGN|G|NIR|UV|X,2010A&A...518A..10V;SIMBAD,0.748943,150.0730287,2.0035085,0.753,0.723,163.2,0.753,,,4,,237.00784250481084,41.96650495423304,
2CXO J100020.9+014431,G15560472664768,150.0873838,1.7421374,,LM-STAR,dM5;*|AG?|G|IR|X,LAMOST-DR8-M;SIMBAD,0.19346,150.087394,1.7420846,0.994,0.963,5.227,0.994,,,4,,237.30429933688927,41.82560238739348,
2CXO J100022.7+024829,COSM J10003+0248,150.095,2.808333,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.459447,150.0949288,2.808227,0.933,0.895,94.44,0.933,,,4,,236.13837746447004,42.44951462487055,
2CXO J100022.7+024956,COSM J10003+0249,150.094583,2.832222,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.302926,150.0946672,2.8322248,0.83,0.763,116.9,0.83,,,4,,236.11153333136863,42.46306854723053,
2CXO J100024.8+023956,COSM J10004+0239,150.10375,2.665556,,AGN,Q;*|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.69294,150.1037062,2.6657434,0.789,0.756,96.25,0.789,,,4,,236.3031423108664,42.37481358101463,
2CXO J100028.6+021744,COSM J10004+0217,150.119583,2.295833,,AGN,A;AGN,2010A&A...518A..10V;SIMBAD,0.426208,150.1194824,2.2957704,0.757,0.733,88.65,0.757,,,4,,236.7236675461069,42.174043690948245,
2CXO J100030.0+025142,COSM J10005+0251,150.125,2.861667,,AGN,Q;*|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.365716,150.1251007,2.8616814,0.777,0.754,137.8,0.777,,,4,,236.10245183308427,42.504862691546535,
2CXO J100030.7+014711,COSM J10005+0147,150.127917,1.786389,,AGN,A;AG?|AGN|G|NIR|Rad|X,2010A&A...518A..10V;SIMBAD,0.625905,150.1280614,1.786486,0.75,0.73,91.12,0.75,,,4,,237.28786644803736,41.88454253999444,
2CXO J100033.4+015237,SDSS J10005+0152,150.139167,1.876944,,AGN,Q;*|AG?|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.292552,150.1391842,1.8770234,0.801,0.785,87.06,0.801,,,4,,237.19786483209987,41.94647180619028,
2CXO J100033.5+013811,SDSS J10005+0138,150.139583,1.636389,,AGN,A;AG?|AGN|FIR|G|Sy1|X,2010A&A...518A..10V;SIMBAD,0.252516,150.1396172,1.6364503,0.718,0.713,13.74,0.718,,,4,,237.4602024813801,41.8060420643108,
2CXO J100034.9+020234,SDSS J10005+0202,150.145417,2.043056,,AGN,Q;*|AG?|AGN|G|QSO|Rad|UV|X,2010A&A...518A..10V;SIMBAD,0.522137,150.1455621,2.0430528,0.722,0.717,145.3,0.722,,,4,,237.0213727481168,42.04846354085099,
2CXO J100035.2+024302,COSM J10005+0243,150.147083,2.7175,,AGN,A;AGN|FIR|G|IR|X,2010A&A...518A..10V;SIMBAD,0.419851,150.1470812,2.7173834,0.8,0.763,50.85,0.8,,,4,,236.2796953827991,42.43996118084686,
2CXO J100037.3+024950,COSM J10006+0249,150.155417,2.830556,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.377935,150.1554987,2.8306221,0.866,0.809,130.5,0.866,,,4,,236.1605894944024,42.51190872799217,
2CXO J100037.9+020822,SDSS J10006+0208,150.158333,2.139444,,AGN,Q;*|AG?|AGN|G|IR|QSO|Rad|X|cm|mm,2010A&A...518A..10V;SIMBAD,0.307498,150.1582861,2.1395154,0.774,0.744,76.4,0.774,,,4,,236.9256327631308,42.11492846663695,
2CXO J100038.1+024830,COSM J10006+0248,150.15875,2.808333,,AGN,A;AGN|G|X,2010A&A...518A..10V;SIMBAD,0.303725,150.1588158,2.8083859,0.749,0.737,97.29,0.749,,,4,,236.1878659837689,42.50185445152505,
2CXO J100038.3+013708,COSM J10006+0137,150.159583,1.618889,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.463627,150.1597082,1.6189194,0.724,0.714,6.16,0.724,,,4,,237.49505545525932,41.81202355037111,
2CXO J100040.1+024751,SDSS J10006+0247,150.1675,2.7975,,AGN,Q;AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.484952,150.1673787,2.797559,0.722,0.719,64.68,0.722,,,4,,236.2065505867516,42.50263704555967,
2CXO J100041.1+023350,COSM J10006+0233,150.17125,2.563889,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.564589,150.1712696,2.5640446,0.732,0.725,42.59,0.732,,,4,,236.46829319388257,42.371377533058975,
2CXO J100041.5+013658,COSM J10006+0136,150.173333,1.616389,,AGN,Q;AG?|AGN|FIR|G|IR|QSO|Rad|X,2010A&A...518A..10V;SIMBAD,0.363328,150.1732409,1.6163477,0.754,0.735,78.39,0.754,,,4,,237.5085004392117,41.821467881795215,
2CXO J100042.3+014534,COSM J10007+0145,150.176667,1.759444,,AGN,A;*|AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.353685,150.1766221,1.7595314,0.73,0.722,11.5,0.73,,,4,,237.3553864121025,41.90813259691787,
2CXO J100043.9+021452,COSM J10007+0214,150.182917,2.247778,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.446516,150.1829168,2.247902,0.86,0.758,64.59,0.86,,,4,,236.82590534824965,42.19792170309557,
2CXO J100044.4+025324,COSM J10007+0253,150.185,2.89,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.386983,150.1850941,2.8900522,0.834,0.775,134.5,0.834,,,4,,236.1175484052164,42.57021798221641,
2CXO J100046.7+020404,SDSS J10007+0204A,150.194583,2.067778,,AGN,A;*|AG?|AGN|G|Sy1|UV|X,2010A&A...518A..10V;SIMBAD,0.718105,150.1946884,2.0679474,0.719,0.713,138.4,0.719,,,4,,237.03262207802044,42.1028722558974,
2CXO J100046.8+014737,COSM J10007+0147,150.195,1.793611,,AGN,A;AG?|AGN|G|NIR|Rad|X,2010A&A...518A..10V;SIMBAD,0.589262,150.1950818,1.7937528,0.879,0.852,147.6,0.879,,,4,,237.3326077642821,41.94312282301428,
2CXO J100047.7+023551,COSM J10007+0235,150.19875,2.5975,,AGN,A;AG?|AGN|G|X,2010A&A...518A..10V;SIMBAD,0.815539,150.1989513,2.5976043,0.919,0.866,87.33,0.919,,,4,,236.4527771041093,42.41332583352881,
2CXO J100048.4+020734,G15559776678960,150.201836,2.126323,,LM-STAR,F9;*|G|IR|X,LAMOST-DR8-AFGK;SIMBAD,0.215553,150.2017845,2.1262925,0.729,0.72,72.99,0.729,,,4,,236.97422339368967,42.142599576179606,
2CXO J100050.1+022854,XMM J10008+0228,150.20875,2.481667,,AGN,Q;*|AG?|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.692993,150.2087866,2.481856,0.76,0.748,6.068,0.76,,,4,,236.5883952210104,42.35450857753552,
2CXO J100051.5+021215,SDSS J10008+0212,150.214583,2.204167,,AGN,Q;*|AG?|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.365691,150.2146533,2.2042404,0.741,0.733,107.1,0.741,,,4,,236.89874452249097,42.19838333717357,
2CXO J100051.9+015919,SDSS J10008+0159,150.21625,1.988611,,AGN,Q;AG?|AGN|G|QSO|X,2010A&A...518A..10V;SIMBAD,0.522041,150.2163667,1.9886972,0.741,0.729,65.02,0.741,,,4,,237.1364136884799,42.07428650246764,
2CXO J100054.7+014602,COSM J10009+0146,150.228333,1.767222,,AGN,A;AG?|AGN|FIR|G|IR|QSO|Rad|X,2010A&A...518A..10V;SIMBAD,0.363904,150.2282615,1.7672935,0.885,0.785,104.6,0.885,,,4,,237.3875548424423,41.95451828460779,
