name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,name,ra,dec,r0,PU,S/N,remove_code,_r_simbad,main_id,ra_simbad,dec_simbad,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z,remove_4,Gal_Long,Gal_Lat
Var. Star near M27,299.9637083,22.7089722,,CV,UGWZ,2005JAD....11....2D,1.683176,2CXO J195951.3+224230,299.9639189,22.7085469,2.149,2.149,2.324,6,1.576892,V* V498 Vul,299.9636791667,22.708925,,,172.0,12.0,19 59 51.283,+22 42 32.13,D,2005IAUC.8591....2R,CataclyV*,CV*|V*,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60.85548068286439,-3.751961229946854
V550 Cyg,301.271667,32.355833,1.0,CV,DN,2003A&A...404..301R,0.07679,2CXO J200505.2+322120,301.2716852,32.3558182,0.712,2.1229564291336738,27.248,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69.65692409976855,0.3765237025029818
S 3847,301.2717083,32.3558611,,CV,UGSU,2005JAD....11....2D,0.169748,2CXO J200505.2+322120,301.2716852,32.3558182,0.712,0.712,27.248,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,69.65692409976855,0.3765237025029818
MGHT 4,303.9001667,37.0827222,,CV,CV,2005JAD....11....2D,0.311987,2CXO J201536.0+370458,303.9001331,37.0828046,0.801,0.801,32.995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74.79651793450626,1.1478231453778647
J2015+3711,303.904167,37.189722,1.0,CV,NL,2003A&A...404..301R,0.698261,2CXO J201536.9+371123,303.9039239,37.1897323,0.721,2.1259917685635568,78.581,0,0.264203,RX J2015.6+3711,303.90401575,37.1897266431,0.0,0.0,90.0,12.0,20 15 36.96378,+37 11 23.0159,A,2020yCat.1350....0G,CataclyV*,*|CV*|X,,,,,,,0.6763,0.0699,-3.961,-5.361,0.068,0.074,90,,,,,17.8,,,,,,,,,,0,74.88705590803946,1.2048231139353802
MGHT 2,303.9041667,37.1896111,,CV,CV,2005JAD....11....2D,0.821737,2CXO J201536.9+371123,303.9039239,37.1897323,0.721,0.721,78.581,2,0.264203,RX J2015.6+3711,303.90401575,37.1897266431,0.0,0.0,90.0,12.0,20 15 36.96378,+37 11 23.0159,A,2020yCat.1350....0G,CataclyV*,*|CV*|X,,,,,,,0.6763,0.0699,-3.961,-5.361,0.068,0.074,90,,,,,17.8,,,,,,,,,,0,74.88705590803946,1.2048231139353802
NGC 7078 C,322.4889167,12.1788056,,CV,UG,2005JAD....11....2D,0.228153,2CXO J212957.3+121043,322.4888628,12.1787703,0.718,0.718,8.397,4,0.228123,[HCV2005] C,322.4889166667,12.1788055556,,,172.0,5.0,21 29 57.34,+12 10 43.7,D,2005MNRAS.357..325H,CataclyV*,CV*|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,65.0199302565245,-27.301984745465226
NGC 7078 CCZ-V1,322.493,12.1670278,,CV,UG,2005JAD....11....2D,1.377568,2CXO J212958.3+121002,322.4929728,12.1674095,0.71,0.71,283.087,6,0.01627,4U 2129+12,322.4929683333,12.1674083333,0.025,0.025,90.0,306.0,21 29 58.3124,+12 10 02.670,B,2014A&A...565A..43K,LMXB,*|LXB|Rad|X|gam,,,,,,,,,,,,,,,,,15.7,15.8,,,,,,,,,,1,65.01294463255276,-27.312313352284416
HS 2237+8154,339.3145417,82.1743056,,CV,CV:,2005JAD....11....2D,0.330723,2CXO J223715.5+821027,339.3147694,82.1743921,0.714,0.714,12.657,0,0.454755,HS 2237+8154,339.3148369519,82.1742661145,0.0,0.0,90.0,22.0,22 37 15.56087,+82 10 27.3580,A,2020yCat.1350....0G,WD*,*|IR|WD*,,,,,DA2.8,,12.6499,0.0303,4.355,19.38,0.041,0.032,90,,,,,,,12.824,12.282,11.978,,,,,,0,118.32362121314806,20.532569897834374
Tuc2; AX J2315-592,348.829125,-59.1746944,,CV,AM,2005JAD....11....2D,0.760212,2CXO J231518.9-591028,348.8288267,-59.1745487,1.176,1.176,10.043,0,0.997556,V* CP Tuc,348.829180871,-59.1747580964,0.0,0.0,90.0,33.0,23 15 19.00341,-59 10 29.1291,A,2020yCat.1350....0G,CataclyV*,*|CV*|V*|WD?|X,,,,,,,4.9282,0.1954,17.762,-38.252,0.148,0.197,90,,,,,,,,,,,,,,,0,323.679335164319,-53.909990740010656
CP Tuc,348.829583,-59.174444,1.0,CV,NL,2003A&A...404..301R,1.445155,2CXO J231518.9-591028,348.8288267,-59.1745487,1.176,2.3201241346100425,10.043,2,0.997556,V* CP Tuc,348.829180871,-59.1747580964,0.0,0.0,90.0,33.0,23 15 19.00341,-59 10 29.1291,A,2020yCat.1350....0G,CataclyV*,*|CV*|V*|WD?|X,,,,,,,4.9282,0.1954,17.762,-38.252,0.148,0.197,90,,,,,,,,,,,,,,,0,323.679335164319,-53.909990740010656
[CHG2008] C2-18,3.718,-39.2016111,,HM-STAR,B2.5II,2008A&A...485...41C,0.291342,2CXO J001452.3-391206,3.7180187,-39.2016907,0.811,0.811,3.818,8,0.291231,[CHG2008] C2-18,3.718,-39.2016111111,,,172.0,3.0,00 14 52.32,-39 12 05.8,D,2008A&A...485...41C,HMXB,*|HXB|X,92.0,,0.0003069,,B2.5II,,,,,,,,,,,,,19.453,,,,,,,,,,0,332.88397526985443,-75.72439803429184
TV Cas,4.8280833,59.1390556,,HM-STAR,B9V,1975MmRAS..79..131H,0.5737,2CXO J001918.7+590820,4.8282504,59.1389212,0.711,0.711,100.58,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,118.81460834451353,-3.4757711395492294
TV Cas,4.8280833,59.1390556,,HM-STAR,B9,1945ApJ...102..480S,0.5737,2CXO J001918.7+590820,4.8282504,59.1389212,0.711,0.711,100.58,2,0.518361,V* TV Cas,4.8280938853,59.1390407287,0.0,0.0,90.0,268.0,00 19 18.74253,+59 08 20.5466,A,2020yCat.1350....0G,EB*,*|EB*|IR|SB*|V*|X,1.5,2.0,5e-06,6.7e-06,B9V,,4.172,0.0206,34.11,-1.434,0.02,0.02,90,,,,7.29,7.22,,6.9,6.831,6.787,,,,,,0,118.81460834451353,-3.4757711395492294
[O66] 8: 932,4.8280833,59.1390556,,HM-STAR,B8/9,1966UppAn...5d...1O,0.5737,2CXO J001918.7+590820,4.8282504,59.1389212,0.711,0.711,100.58,2,0.518361,V* TV Cas,4.8280938853,59.1390407287,0.0,0.0,90.0,268.0,00 19 18.74253,+59 08 20.5466,A,2020yCat.1350....0G,EB*,*|EB*|IR|SB*|V*|X,1.5,2.0,5e-06,6.7e-06,B9V,,4.172,0.0206,34.11,-1.434,0.02,0.02,90,,,,7.29,7.22,,6.9,6.831,6.787,,,,,,0,118.81460834451353,-3.4757711395492294
[M2002] SMC 32449,13.7825417,-72.3780833,,HM-STAR,B1.5III,2016ApJ...817..113L,0.12328,2CXO J005507.7-722241,13.7824303,-72.3780774,0.959,0.959,8.236,4,0.109013,[M2002] SMC  32449,13.7825303263,-72.3780773293,0.0,0.0,90.0,7.0,00 55 07.80728,-72 22 41.0784,A,2020yCat.1350....0G,HMXB,*|HX?|HXB|X,121.0,,0.0004037,,B1.5III,,0.0046,0.0221,0.68,-1.312,0.028,0.026,90,,,,14.19,14.29,,,,,,,,,,1,302.53852524415504,-44.74735493253412
AzV 345a,16.021,-72.0801111,,HM-STAR,O9I,1979A&AS...35..353A,0.151281,2CXO J010405.0-720448,16.0208917,-72.0801367,0.964,0.964,2.13,4,0.175006,AzV 345a,16.0210057536,-72.0801030593,0.0,0.0,90.0,5.0,01 04 05.04138,-72 04 48.3710,A,2020yCat.1350....0G,Star,*|IR,,,,,O9I,,0.0276,0.0274,0.78,-0.874,0.033,0.03,90,,,,13.4,13.61,,14.141,14.214,14.294,,,,,,1,301.55650712966434,-45.0143291302603
HD 6327,16.3459583,60.4219167,,HM-STAR,,2001NewAR..45..135V,0.129223,2CXO J010523.0+602518,16.3460192,60.4219363,0.713,0.713,12.974,0,0.224025,HD   6327,16.3458931679,60.4219347769,0.002,0.002,90.0,115.0,01 05 23.01436,+60 25 18.9652,A,2007A&A...474..653V,WR*,*|Em*|IR|WR*,,,,,WN2-w,,4.46,3.31,-12.8,7.18,2.34,2.13,0,,,,11.49,11.33,,10.036,9.783,9.445,,,,,,0,124.65362437326851,-2.403181890735756
[SHM2002] 49,34.6243333,57.1508611,,HM-STAR,B0.5I,2002ApJ...576..880S,0.223794,2CXO J021829.8+570902,34.6243791,57.1508041,0.883,0.883,7.106,0,0.304794,BD+56   501,34.6243067888,57.1508791312,0.0,0.0,90.0,32.0,02 18 29.83363,+57 09 03.1649,A,2020yCat.1350....0G,PulsV*bCep,*|IR|V*|bC*|s*b,,,,,B0.5I,,0.4483,0.0174,-0.648,-1.361,0.012,0.016,90,,,,9.631,9.415,,8.895,8.83,8.824,,,,,,0,134.56025200281604,-3.742316487103936
BD+56 501,34.6243333,57.1508611,,HM-STAR,B0V,1985A&A...147..191F,0.223794,2CXO J021829.8+570902,34.6243791,57.1508041,0.883,0.883,7.106,2,0.304794,BD+56   501,34.6243067888,57.1508791312,0.0,0.0,90.0,32.0,02 18 29.83363,+57 09 03.1649,A,2020yCat.1350....0G,PulsV*bCep,*|IR|V*|bC*|s*b,,,,,B0.5I,,0.4483,0.0174,-0.648,-1.361,0.012,0.016,90,,,,9.631,9.415,,8.895,8.83,8.824,,,,,,0,134.56025200281604,-3.742316487103936
[SHM2002] 117,34.7321667,57.1518611,,HM-STAR,B1.5V,2002ApJ...576..880S,0.266231,2CXO J021855.7+570906,34.7322167,57.1517923,0.899,0.899,2.4,0,0.177411,BD+56   517,34.7321965898,57.1518403584,0.0,0.0,90.0,40.0,02 18 55.72718,+57 09 06.6253,A,2020yCat.1350....0G,Star,*|IR,,,,,B1.5III,,0.4519,0.0166,-0.846,-1.107,0.013,0.017,90,,,,10.77,10.441,,9.836,9.81,9.771,,,,,,0,134.61522730727532,-3.7219942940714845
BD+56 517,34.7321667,57.1518611,,HM-STAR,B1.5V,1985A&A...147..191F,0.266231,2CXO J021855.7+570906,34.7322167,57.1517923,0.899,0.899,2.4,2,0.177411,BD+56   517,34.7321965898,57.1518403584,0.0,0.0,90.0,40.0,02 18 55.72718,+57 09 06.6253,A,2020yCat.1350....0G,Star,*|IR,,,,,B1.5III,,0.4519,0.0166,-0.846,-1.107,0.013,0.017,90,,,,10.77,10.441,,9.836,9.81,9.771,,,,,,0,134.61522730727532,-3.7219942940714845
NGC 869 936,34.7321667,57.1518611,,HM-STAR,B1.5V,1965ApJ...142..979S,0.266231,2CXO J021855.7+570906,34.7322167,57.1517923,0.899,0.899,2.4,2,0.177411,BD+56   517,34.7321965898,57.1518403584,0.0,0.0,90.0,40.0,02 18 55.72718,+57 09 06.6253,A,2020yCat.1350....0G,Star,*|IR,,,,,B1.5III,,0.4519,0.0166,-0.846,-1.107,0.013,0.017,90,,,,10.77,10.441,,9.836,9.81,9.771,,,,,,0,134.61522730727532,-3.7219942940714845
NGC 869 950,34.7367917,57.1808889,,HM-STAR,B2V,1955ApJ...122..429J,0.174291,2CXO J021856.8+571051,34.736838,57.1808475,0.782,0.782,6.395,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,134.6079205407142,-3.6937574826877944
NGC 869 950,34.7367917,57.1808889,,HM-STAR,B2V,1965ApJ...142..979S,0.174291,2CXO J021856.8+571051,34.736838,57.1808475,0.782,0.782,6.395,2,0.170622,NGC   869   950,34.7368095989,57.1808923256,0.0,0.0,90.0,32.0,02 18 56.83430,+57 10 51.2124,A,2020yCat.1350....0G,Star,*|IR|X,,,,,B2.0III,,0.3934,0.0189,-0.826,-1.24,0.015,0.019,90,,,,11.653,11.381,,10.563,10.48,10.462,,,,,,0,134.6079205407142,-3.6937574826877944
[SHM2002] 235,34.7367917,57.1808889,,HM-STAR,B2IV,2002ApJ...576..880S,0.174291,2CXO J021856.8+571051,34.736838,57.1808475,0.782,0.782,6.395,2,0.170622,NGC   869   950,34.7368095989,57.1808923256,0.0,0.0,90.0,32.0,02 18 56.83430,+57 10 51.2124,A,2020yCat.1350....0G,Star,*|IR|X,,,,,B2.0III,,0.3934,0.0189,-0.826,-1.24,0.015,0.019,90,,,,11.653,11.381,,10.563,10.48,10.462,,,,,,0,134.6079205407142,-3.6937574826877944
NGC 869 1116,34.7885,57.1351111,,HM-STAR,B0.5V,1965ApJ...142..979S,0.279269,2CXO J021909.2+570806,34.788604,57.1350579,0.814,0.814,2.889,0,0.210306,BD+56   525,34.7885169115,57.1350922402,0.0,0.0,90.0,34.0,02 19 09.24406,+57 08 06.3321,A,2020yCat.1350....0G,Star,*|IR,-36.6,,-0.0001221,,B0.5V,,0.401,0.0152,-0.697,-1.094,0.011,0.015,90,,,,9.63,9.286,,8.391,8.292,8.32,,,,,,0,134.64971701589224,-3.727598402261634
[SHM2002] 40,34.7885,57.1351111,,HM-STAR,B0.5V,2002ApJ...576..880S,0.279269,2CXO J021909.2+570806,34.788604,57.1350579,0.814,0.814,2.889,2,0.210306,BD+56   525,34.7885169115,57.1350922402,0.0,0.0,90.0,34.0,02 19 09.24406,+57 08 06.3321,A,2020yCat.1350....0G,Star,*|IR,-36.6,,-0.0001221,,B0.5V,,0.401,0.0152,-0.697,-1.094,0.011,0.015,90,,,,9.63,9.286,,8.391,8.292,8.32,,,,,,0,134.64971701589224,-3.727598402261634
IC 1795 31,36.367125,62.0943333,,YSO,B0,1976PASJ...28..651O,0.478856,2CXO J022528.0+620539,36.3669142,62.0942441,0.785,0.785,3.829,0,0.276427,2MASS J02252810+6205395,36.3670499017,62.094287255,0.0,0.0,90.0,8.0,02 25 28.09198,+62 05 39.4341,A,2020yCat.1350....0G,YSO,*|IR|X|Y*O,,,,,O8.2V,,,,0.427,-2.647,0.404,0.462,90,,,,16.527,14.557,,9.594,8.898,8.485,,,,,,0,133.69328714607227,1.2032441097737077
[OWK2005] 10032,36.367125,62.0943333,,YSO,O8/8.5V,2005AJ....129..393O,0.478856,2CXO J022528.0+620539,36.3669142,62.0942441,0.785,0.785,3.829,2,0.276427,2MASS J02252810+6205395,36.3670499017,62.094287255,0.0,0.0,90.0,8.0,02 25 28.09198,+62 05 39.4341,A,2020yCat.1350....0G,YSO,*|IR|X|Y*O,,,,,O8.2V,,,,0.427,-2.647,0.404,0.462,90,,,,16.527,14.557,,9.594,8.898,8.485,,,,,,0,133.69328714607227,1.2032441097737077
[BEC76] W3 h,36.3857917,62.1165833,,YSO,B2(V),1978MNRAS.184..801C,0.38475,2CXO J022532.5+620659,36.3857309,62.1164803,0.748,0.748,5.235,0,0.205084,2MASS J02253258+6206596,36.3857505698,62.1165365201,0.0,0.0,90.0,10.0,02 25 32.58014,+62 06 59.5315,A,2020yCat.1350....0G,YSO,*|IR|X|Y*O,,,,,B0.5V-B2V,,,,0.197,-1.385,0.271,0.309,90,,,,,18.65,,11.693,10.49,9.784,,,,,,0,133.6936181535575,1.2271572407233287
[KKB2015] 25,36.3857917,62.1165833,,YSO,B1/2V,2015ApJ...813...42K,0.38475,2CXO J022532.5+620659,36.3857309,62.1164803,0.748,0.748,5.235,2,0.205084,2MASS J02253258+6206596,36.3857505698,62.1165365201,0.0,0.0,90.0,10.0,02 25 32.58014,+62 06 59.5315,A,2020yCat.1350....0G,YSO,*|IR|X|Y*O,,,,,B0.5V-B2V,,,,0.197,-1.385,0.271,0.309,90,,,,,18.65,,11.693,10.49,9.784,,,,,,0,133.6936181535575,1.2271572407233287
[BEC76] W3 IRS 2a,36.4305833,62.1043056,,YSO,B8(V),1978MNRAS.184..801C,0.266221,2CXO J022543.3+620615,36.4304918,62.1042453,0.733,0.733,6.889,0,0.135027,2MASS J02254334+6206154,36.430542702,62.1042742767,0.0,0.0,90.0,22.0,02 25 43.33025,+62 06 15.3874,A,2020yCat.1350....0G,YSO,*|IR|X|Y*O,,,,,O8V-O9V,,0.5694,0.1539,0.497,-1.203,0.137,0.153,90,,,,,19.41,17.68,,11.537,,,,,,,0,133.7175438998456,1.2231688555375244
[BEC76] W3 k,36.4369167,62.0615,,YSO,B0(V),1978MNRAS.184..801C,0.257481,2CXO J022544.8+620341,36.4367833,62.0614652,0.759,0.759,4.054,0,0.150848,2MASS J02254485+6203413,36.436861301,62.0614447005,0.0,0.0,90.0,12.0,02 25 44.84671,+62 03 41.2009,A,2020yCat.1350....0G,YSO,*|IR|X|Y*O,,,,,B0.5V-B2V,,0.5145,0.023,-0.486,-1.819,0.022,0.025,90,,,,18.097,15.91,14.19,10.191,9.348,8.901,,,,,,0,133.7355309387721,1.1842404213561066
2MASS J02260862+6206477,36.5359167,62.1132778,,YSO,O9.5/B0IV/V,2019ApJ...873...66R,0.267488,2CXO J022608.5+620647,36.5357579,62.1132797,0.951,0.951,3.128,0,0.240888,2MASS J02260862+6206477,36.535866311,62.1132360394,0.0,0.0,90.0,3.0,02 26 08.60791,+62 06 47.6497,A,2020yCat.1350....0G,YSO,*|IR|X|Y*O,,,,,O9.5-B0IV-V,,1.2966,0.5275,-0.617,0.11,0.483,0.641,90,,,,,,,13.967,12.316,11.431,,,,,,0,133.76033424565892,1.2491750728304778
[KKB2015] 46,36.6430417,62.0313056,,YSO,B4/5V,2015ApJ...813...42K,0.094099,2CXO J022634.3+620152,36.6430964,62.0313007,0.717,0.717,10.778,0,0.195798,2MASS J02263433+6201527,36.6429811418,62.0312946857,0.0,0.0,90.0,6.0,02 26 34.31547,+62 01 52.6609,A,2020yCat.1350....0G,YSO,*|IR|X|Y*O,,,,,B4-5V,,0.6625,0.0869,-1.699,0.945,0.082,0.087,90,,,,15.285,14.38,13.78,12.128,11.692,11.473,,,,,,0,133.83665555415973,1.1906464521430227
[KKB2015] 60,36.7890833,61.9121389,,YSO,B1/3V,2015ApJ...813...42K,0.197445,2CXO J022709.3+615443,36.7890888,61.9120841,0.873,0.873,4.324,0,0.199363,2MASS J02270938+6154437,36.7890670701,61.9121385254,0.0,0.0,90.0,5.0,02 27 09.37610,+61 54 43.6987,A,2020yCat.1350....0G,YSO,*|IR|X|Y*O,,,,,B1-3V,,0.3957,0.0408,-1.025,-0.172,0.036,0.042,90,,,,19.311,17.44,16.16,12.865,12.14,11.716,,,,,,0,133.94360073466945,1.1041232847876084
GSC 4046-0180,36.8149167,61.6253333,,HM-STAR,O9.5IV/V,2019ApJ...873...66R,0.368545,2CXO J022715.6+613730,36.8150673,61.6252601,0.713,0.713,13.501,0,0.338787,UCAC4 759-019225,36.8149383938,61.6253315375,0.0,0.0,90.0,1.0,02 27 15.58521,+61 37 31.1935,A,2020yCat.1350....0G,Star,*|IR,,,,,O9.5IV-V,,0.5025,0.0144,-0.644,-0.367,0.013,0.015,90,,,,14.629,13.395,13.115,10.431,9.998,9.72,,13.942,12.885,12.238,,0,134.05868529288838,0.8411054168429408
IC 1805 152,38.181375,61.4421944,,YSO,B3V,1999A&AS..136..313S,0.266566,2CXO J023243.5+612631,38.181519,61.4422217,0.72,0.72,10.565,0,0.261628,IC 1805  152,38.1813733466,61.4422008815,0.0,0.0,90.0,13.0,02 32 43.52960,+61 26 31.9232,A,2020yCat.1350....0G,YSO,*|IR|X|Y*?|Y*O,,,,,B3V,,0.5371,0.0356,-0.774,-0.955,0.033,0.036,90,,,,13.64,12.91,,11.218,10.891,10.776,,,,,,0,134.73147577841428,0.9128235110906338
IC 1805 158,38.1981667,61.45,,YSO,B1.5V,1999A&AS..136..313S,0.233312,2CXO J023247.5+612700,38.1982908,61.4500262,0.725,0.725,6.037,2,0.226899,IC 1805  158,38.198172911,61.4499979506,0.0,0.0,90.0,15.0,02 32 47.56150,+61 26 59.9926,A,2020yCat.1350....0G,YSO,*|IR|X|Y*?|Y*O,-69.9,,-0.0002331,,O9.5-B0.5IV-V,,0.4759,0.0123,-0.973,-0.723,0.012,0.012,90,,,,13.73,12.76,,10.516,10.187,10.02,,,,,,0,134.7359168490742,0.923092840582934
IC 1805 158,38.1981667,61.45,,HM-STAR,O9.5/B0.5IV/V,2019ApJ...873...66R,0.233312,2CXO J023247.5+612700,38.1982908,61.4500262,0.725,0.725,6.037,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,134.7359168490742,0.923092840582934
IC 1805 159,38.2055417,61.4448889,,YSO,B3V,1999A&AS..136..313S,0.237278,2CXO J023249.3+612641,38.2056704,61.4449125,0.768,0.768,3.471,2,0.24418,IC 1805  159,38.2055399411,61.4448858192,0.0,0.0,90.0,9.0,02 32 49.32959,+61 26 41.5889,A,2020yCat.1350....0G,YSO,*|IR|X|Y*?|Y*O,,,,,O9-B0I-III,,0.5266,0.0209,-0.791,-0.802,0.02,0.02,90,,,,14.45,13.74,,12.011,11.754,11.63,,,,,,0,134.74112695123713,0.9197086392872189
IC 1805 159,38.2055417,61.4448889,,HM-STAR,O9/B0I/III,2019ApJ...873...66R,0.237278,2CXO J023249.3+612641,38.2056704,61.4449125,0.768,0.768,3.471,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,134.74112695123713,0.9197086392872189
J023257.83+612726.6,38.2409583,61.4573889,,YSO,B2.5V,1995ApJ...454..151M,0.374165,2CXO J023257.8+612726,38.2411483,61.4574395,0.742,0.742,5.412,0,0.44229,IC 1805  166,38.2409359422,61.4573702283,0.0,0.0,90.0,19.0,02 32 57.82463,+61 27 26.5328,A,2020yCat.1350....0G,YSO,*|IR|X|Y*?|Y*O,-67.9,,-0.0002265,,B2V,,0.4102,0.017,-0.793,-0.687,0.017,0.017,90,,,,12.56,11.99,,10.688,10.544,10.452,,,,,,0,134.75202622674072,0.9377541354409207
IC 1805 166,38.2409583,61.4573889,,YSO,B3V,1970PASJ...22..277I,0.374165,2CXO J023257.8+612726,38.2411483,61.4574395,0.742,0.742,5.412,2,0.44229,IC 1805  166,38.2409359422,61.4573702283,0.0,0.0,90.0,19.0,02 32 57.82463,+61 27 26.5328,A,2020yCat.1350....0G,YSO,*|IR|X|Y*?|Y*O,-67.9,,-0.0002265,,B2V,,0.4102,0.017,-0.793,-0.687,0.017,0.017,90,,,,12.56,11.99,,10.688,10.544,10.452,,,,,,0,134.75202622674072,0.9377541354409207
IC 1805 166,38.2409167,61.4573611,,YSO,B2V,1999A&AS..136..313S,0.488216,2CXO J023257.8+612726,38.2411483,61.4574395,0.742,0.742,5.412,2,0.44229,IC 1805  166,38.2409359422,61.4573702283,0.0,0.0,90.0,19.0,02 32 57.82463,+61 27 26.5328,A,2020yCat.1350....0G,YSO,*|IR|X|Y*?|Y*O,-67.9,,-0.0002265,,B2V,,0.4102,0.017,-0.793,-0.687,0.017,0.017,90,,,,12.56,11.99,,10.688,10.544,10.452,,,,,,0,134.75202622674072,0.9377541354409207
IC 1805 175,38.272,61.4519722,,YSO,B2.5V,1999A&AS..136..313S,0.14937,2CXO J023305.2+612707,38.2720758,61.4519925,0.747,0.747,6.061,0,0.162423,IC 1805  175,38.2719821382,61.4519868361,0.0,0.0,90.0,13.0,02 33 05.27571,+61 27 07.1526,A,2020yCat.1350....0G,YSO,*|IR|X|Y*?|Y*O,,,,,B2.5V,,0.4638,0.0167,-0.566,-0.945,0.015,0.016,90,,,,13.7,13.07,,11.423,11.057,10.958,,,,,,0,134.76776726401633,0.938361607239882
[HAD2004] LDN 1482 B,67.4875,35.1829444,,YSO,B7,2004AJ....128.1233H,0.346251,2CXO J042957.0+351058,67.4875417,35.1828545,0.911,0.911,15.774,0,0.35366,2MASS J04295700+3510585,67.4875268075,35.1829519819,0.0,0.0,90.0,2.0,04 29 57.00643,+35 10 58.6271,A,2020yCat.1350....0G,YSO,*|IR|X|Y*O,2.0,,6.7e-06,,B7,,1.8935,0.0257,0.834,-4.117,0.027,0.023,90,,,,13.76,12.7,,10.061,9.631,9.385,,,,,,0,165.38341224744252,-9.111016763681471
HD 279899,67.5453333,35.3229444,,HM-STAR,B3,1949AnHar.112....1C,0.392879,2CXO J043010.9+351922,67.5454199,35.3228612,0.717,0.717,23.236,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165.31164179104147,-8.981355241699115
HD 279899,67.5453333,35.3229444,,HM-STAR,B3/5,1971ApJ...169..537H,0.392879,2CXO J043010.9+351922,67.5454199,35.3228612,0.717,0.717,23.236,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165.31164179104147,-8.981355241699115
HD 279899,67.5453333,35.3229444,,YSO,B2,1988ApJ...324..893B,0.392879,2CXO J043010.9+351922,67.5454199,35.3228612,0.717,0.717,23.236,2,0.385405,HD 279899,67.5453464219,35.3229498965,0.0,0.0,90.0,13.0,04 30 10.88314,+35 19 22.6196,A,2020yCat.1350....0G,YSO,*|IR|NIR|Rad|X|Y*O|cm,12.0,,4e-05,,B4,,1.8756,0.0187,2.703,-6.129,0.021,0.017,90,,,,11.88,10.98,,9.004,8.749,8.584,,,,,,0,165.31164179104147,-8.981355241699115
Sh 2-222 1,67.5453333,35.3229444,,YSO,B3/7V,1990AJ.....99..846H,0.392879,2CXO J043010.9+351922,67.5454199,35.3228612,0.717,0.717,23.236,2,0.385405,HD 279899,67.5453464219,35.3229498965,0.0,0.0,90.0,13.0,04 30 10.88314,+35 19 22.6196,A,2020yCat.1350....0G,YSO,*|IR|NIR|Rad|X|Y*O|cm,12.0,,4e-05,,B4,,1.8756,0.0187,2.703,-6.129,0.021,0.017,90,,,,11.88,10.98,,9.004,8.749,8.584,,,,,,0,165.31164179104147,-8.981355241699115
[HAD2004] LDN 1482 E,67.5453333,35.3229444,,YSO,B4,2004AJ....128.1233H,0.392879,2CXO J043010.9+351922,67.5454199,35.3228612,0.717,0.717,23.236,2,0.385405,HD 279899,67.5453464219,35.3229498965,0.0,0.0,90.0,13.0,04 30 10.88314,+35 19 22.6196,A,2020yCat.1350....0G,YSO,*|IR|NIR|Rad|X|Y*O|cm,12.0,,4e-05,,B4,,1.8756,0.0187,2.703,-6.129,0.021,0.017,90,,,,11.88,10.98,,9.004,8.749,8.584,,,,,,0,165.31164179104147,-8.981355241699115
Sk-67 12,73.49175,-67.2265833,,HM-STAR,B0.5,1978A&AS...31..243R,0.336919,2CXO J045357.9-671335,73.4915589,-67.2266406,0.846,0.846,6.923,4,0.099826,SK -67   12,73.4915833333,-67.2266666667,,,172.0,7.0,04 53 57.98,-67 13 36.0,D,2002ApJS..141...81M,Star,*,,,,,OB,,,,,,,,,,,,13.071,13.3,,,,,,,,,,1,278.25008530120994,-36.11347704977559
Sk-67 12,73.49175,-67.2265833,,HM-STAR,OB,1970CoTol..89....1S,0.336919,2CXO J045357.9-671335,73.4915589,-67.2266406,0.846,0.846,6.923,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,278.25008530120994,-36.11347704977559
